Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
05/17/2019,NFLX190517C00380000,11.3,-2.8,11.25,11.5,229,0.3933,0.3791,0.0082,5248,380.000,NFLX190517P00380000,28.5,1.875,28.9,29.35,4,0.3904,-0.6219,0.0082,215
05/17/2019,NFLX190517C00385000,9.75,-2.375,9.55,9.75,97,0.3895,0.3392,0.008,445,385.000,NFLX190517P00385000,31.05,1.35,32.3,32.7,1,0.387,-0.6619,0.008,75
05/17/2019,NFLX190517C00390000,8.15,-2.225,8.05,8.25,145,0.3866,0.3013,0.0076,627,390.000,NFLX190517P00390000,36.45,3.525,35.7,36.2,6,0.3839,-0.7001,0.0077,65
05/17/2019,NFLX190517C00395000,6.8,-1.975,6.75,6.95,26,0.3831,0.2649,0.0072,253,395.000,NFLX190517P00395000,37.81,1.36,39.3,40.05,1,0.3802,-0.7373,0.0073,54
05/17/2019,NFLX190517C00400000,5.7,-1.75,5.6,5.8,333,0.381,0.2317,0.0068,2785,400.000,NFLX190517P00400000,42.95,2.975,43.3,43.85,1,0.379,-0.7696,0.0068,427
05/17/2019,NFLX190517C00405000,4.69,-1.535,4.65,4.8,63,0.3783,0.2005,0.0063,457,405.000,NFLX190517P00405000,47.05,3.125,47.35,47.85,6,0.3772,-0.8001,0.0063,67
05/17/2019,NFLX190517C00410000,3.9,-1.3,3.8,4,70,0.3775,0.1732,0.0057,529,410.000,NFLX190517P00410000,0,0,49.5,52.3,0,0.3769,-0.827,0.0057,24
05/17/2019,NFLX190517C00415000,3.19,-1.135,3.1,3.3,66,0.3761,0.1482,0.0052,317,415.000,NFLX190517P00415000,55.45,3.4,55.85,56.5,9,0.376,-0.8516,0.0052,34
05/17/2019,NFLX190517C00420000,2.65,-0.925,2.58,2.69,124,0.3758,0.1267,0.0047,511,420.000,NFLX190517P00420000,0,0,59.6,61.15,0,0.3754,-0.8739,0.0047,36
05/17/2019,NFLX190517C00425000,2.17,-0.825,2.12,2.22,74,0.3755,0.1075,0.0042,224,425.000,NFLX190517P00425000,64.8,4.05,64.85,65.6,13,0.3785,-0.8903,0.0042,38
05/17/2019,NFLX190517C00430000,1.94,-0.53,1.75,1.83,51,0.3763,0.0914,0.0037,608,430.000,NFLX190517P00430000,70.9,5.725,69.45,70.2,10,0.3816,-0.905,0.0037,38
05/17/2019,NFLX190517C00435000,1.57,-0.47,1.43,1.52,24,0.3773,0.0776,0.0033,126,435.000,NFLX190517P00435000,0,0,74.05,76.45,0,0.3867,-0.9167,0.0033,29
05/17/2019,NFLX190517C00440000,1.23,-0.455,1.19,1.26,104,0.3786,0.0657,0.0029,299,440.000,NFLX190517P00440000,0,0,78.8,79.9,0,0.3901,-0.9279,0.003,50
05/17/2019,NFLX190517C00445000,1.07,-0.335,0.98,1.05,32,0.3801,0.0556,0.0025,117,445.000,NFLX190517P00445000,0,0,83.7,84.5,0,0.3924,-0.9383,0.0026,10
05/17/2019,NFLX190517C00450000,0.9,-0.265,0.81,0.88,42,0.3825,0.0473,0.0022,408,450.000,NFLX190517P00450000,88.31,4.31,88.55,89.35,9,0.4085,-0.9401,0.0025,48
05/17/2019,NFLX190517C00455000,0.73,-0.245,0.68,0.74,33,0.3846,0.0401,0.0019,575,455.000,NFLX190517P00455000,0,0,91.6,94.6,0,0.4276,-0.9405,0.0023,23
05/17/2019,NFLX190517C00460000,0.62,-0.205,0.56,0.63,25,0.3887,0.0346,0.0017,152,460.000,NFLX190517P00460000,0,0,97.05,100.3,0,0.05,-0.9998,0,4
05/17/2019,NFLX190517C00465000,0.58,-0.115,0.49,0.55,1,0.3934,0.0303,0.0015,55,465.000,NFLX190517P00465000,0,0,102.1,105.45,0,0.05,-0.9998,0,0
05/17/2019,NFLX190517C00470000,0.52,-0.075,0.39,0.48,4,0.3968,0.0261,0.0013,66,470.000,NFLX190517P00470000,0,0,106.95,110.45,0,0.05,-0.9998,0,0
05/17/2019,NFLX190517C00475000,0.4,-0.11,0.33,0.42,10,0.4018,0.0229,0.0011,40,475.000,NFLX190517P00475000,0,0,111.9,115.55,0,0.05,-0.9998,0,0
05/17/2019,NFLX190517C00480000,0.36,-0.085,0.3,0.37,3,0.4075,0.0203,0.001,80,480.000,NFLX190517P00480000,0,0,116.95,120.45,0,0.05,-0.9998,0,0
05/17/2019,NFLX190517C00485000,0,0,0.23,0.33,0,0.4117,0.0179,0.0009,341,485.000,NFLX190517P00485000,0,0,121.9,125.3,0,0.05,-0.9998,0,0
05/17/2019,NFLX190517C00490000,0.28,-0.06,0.2,0.31,11,0.4164,0.0157,0.0008,516,490.000,NFLX190517P00490000,0,0,126.9,130.5,0,0.05,-0.9998,0,0
05/17/2019,NFLX190517C00495000,0.25,-0.05,0.17,0.29,1,0.4236,0.0144,0.0007,24,495.000,NFLX190517P00495000,0,0,131.85,135.4,0,0.05,-0.9998,0,0
05/17/2019,NFLX190517C00500000,0,0,0.15,0.25,0,0.4277,0.0127,0.0006,212,500.000,NFLX190517P00500000,0,0,136.9,140.4,0,0.05,-0.9998,0,0
05/17/2019,NFLX190517C00505000,0,0,0.13,0.27,0,0.4364,0.012,0.0006,0,505.000,NFLX190517P00505000,0,0,141.95,145.45,0,0.05,-0.9998,0,0
05/17/2019,NFLX190517C00510000,0,0,0.11,0.25,0,0.4442,0.0112,0.0006,1,510.000,NFLX190517P00510000,0,0,146.95,150.45,0,0.05,-0.9998,0,0
05/17/2019,NFLX190517C00515000,0,0,0.11,0.23,0,0.4496,0.0101,0.0005,4,515.000,NFLX190517P00515000,0,0,151.9,155.4,0,0.05,-0.9998,0,0
05/17/2019,NFLX190517C00520000,0,0,0.11,0.22,0,0.4586,0.0097,0.0005,7,520.000,NFLX190517P00520000,0,0,156.9,160.5,0,0.05,-0.9998,0,0
05/17/2019,NFLX190517C00525000,0,0,0.1,0.21,0,0.4669,0.0092,0.0005,0,525.000,NFLX190517P00525000,0,0,161.9,165.5,0,0.05,-0.9998,0,0
05/17/2019,NFLX190517C00530000,0,0,0.09,0.2,0,0.4759,0.0089,0.0004,18,530.000,NFLX190517P00530000,0,0,166.9,170.4,0,0.05,-0.9998,0,0
05/17/2019,NFLX190517C00540000,0,0,0.09,0.19,0,0.4914,0.0081,0.0004,3,540.000,NFLX190517P00540000,0,0,176.9,180.45,0,0.05,-0.9998,0,0
05/17/2019,NFLX190517C00550000,0,0,0.07,0.17,0,0.501,0.0068,0.0003,149,550.000,NFLX190517P00550000,0,0,186.9,190.45,0,0.05,-0.9998,0,0
05/17/2019,NFLX190517C00560000,0,0,0.03,0.16,0,0.515,0.0061,0.0003,200,560.000,NFLX190517P00560000,0,0,196.9,200.45,0,0.05,-0.9998,0,0
05/17/2019,NFLX190517C00570000,0,0,0.02,0.15,0,0.5333,0.006,0.0003,2,570.000,NFLX190517P00570000,0,0,206.9,210.4,0,0.05,-0.9998,0,0
05/17/2019,NFLX190517C00580000,0,0,0.01,0.15,0,0.5462,0.0054,0.0002,20,580.000,NFLX190517P00580000,0,0,216.9,220.5,0,0.05,-0.9998,0,0
05/17/2019,NFLX190517C00590000,0,0,0,0.13,0,0.5515,0.0045,0.0002,193,590.000,NFLX190517P00590000,0,0,227,230.4,0,0.8031,-0.9577,0.0009,0
05/17/2019,NFLX190517C00600000,0.05,0.01,0.02,0.05,29,0.5296,0.0023,0.0001,1377,600.000,NFLX190517P00600000,0,0,236.95,240.3,0,0.827,-0.9581,0.0009,0
05/24/2019,NFLX190524C00245000,0,0,115.65,119.25,0,0.5624,0.9804,0.0007,0,245.000,NFLX190524P00245000,0,0,0.3,0.42,0,0.5268,-0.0144,0.0005,2
05/24/2019,NFLX190524C00250000,0,0,110.75,114.35,0,0.5404,0.9789,0.0007,1,250.000,NFLX190524P00250000,0,0,0.37,0.49,0,0.5164,-0.0171,0.0006,0
05/24/2019,NFLX190524C00255000,0,0,105.85,109.45,0,0.5291,0.9753,0.0009,0,255.000,NFLX190524P00255000,0,0,0.45,0.59,0,0.5046,-0.0201,0.0008,0
05/24/2019,NFLX190524C00260000,0,0,101,104.6,0,0.5274,0.9691,0.001,0,260.000,NFLX190524P00260000,0,0,0.56,0.67,0,0.4966,-0.0243,0.0009,0
05/24/2019,NFLX190524C00265000,0,0,96.1,99.7,0,0.5227,0.9624,0.0012,0,265.000,NFLX190524P00265000,0,0,0.7,0.8,0,0.487,-0.0289,0.0011,0
05/24/2019,NFLX190524C00270000,0,0,91.35,94.85,0,0.5021,0.9591,0.0014,0,270.000,NFLX190524P00270000,0.9,0.04,0.86,0.96,4,0.4804,-0.035,0.0013,4
05/24/2019,NFLX190524C00275000,0,0,87.8,88.75,0,0.4893,0.9532,0.0016,0,275.000,NFLX190524P00275000,1.2,0.155,1.05,1.14,101,0.4731,-0.042,0.0015,102
05/24/2019,NFLX190524C00280000,0,0,83.05,83.95,0,0.4802,0.9451,0.0018,0,280.000,NFLX190524P00280000,1.45,0.185,1.29,1.39,8,0.4662,-0.0503,0.0017,8
05/24/2019,NFLX190524C00285000,0,0,78.45,79.25,0,0.4759,0.934,0.0021,0,285.000,NFLX190524P00285000,1.77,0.235,1.58,1.68,2,0.4603,-0.0602,0.002,3
05/24/2019,NFLX190524C00290000,0,0,73.75,74.9,0,0.4638,0.9246,0.0024,0,290.000,NFLX190524P00290000,0,0,1.93,2.03,0,0.4542,-0.0717,0.0023,1
05/24/2019,NFLX190524C00295000,0,0,69.25,70.05,0,0.4587,0.9108,0.0027,0,295.000,NFLX190524P00295000,2.49,0.265,2.34,2.44,1,0.4486,-0.0849,0.0027,2
05/24/2019,NFLX190524C00300000,0,0,64.7,65.55,0,0.4521,0.8959,0.0031,0,300.000,NFLX190524P00300000,3.1,0.425,2.83,2.96,10,0.4432,-0.1001,0.0031,21
05/24/2019,NFLX190524C00305000,0,0,60.35,61.15,0,0.4482,0.8778,0.0035,0,305.000,NFLX190524P00305000,3.33,0.105,3.4,3.6,13,0.4385,-0.1177,0.0035,17
05/24/2019,NFLX190524C00310000,0,0,56.05,57.1,0,0.444,0.8575,0.004,0,310.000,NFLX190524P00310000,3.98,0.155,4.05,4.3,4,0.4325,-0.1368,0.0039,16
05/24/2019,NFLX190524C00315000,0,0,51.85,52.85,0,0.4355,0.8377,0.0044,0,315.000,NFLX190524P00315000,5.19,0.615,4.85,5.1,5,0.4291,-0.1593,0.0044,8
05/24/2019,NFLX190524C00320000,0,0,47.8,48.8,0,0.4311,0.8134,0.0049,0,320.000,NFLX190524P00320000,6,0.6,5.75,6,8,0.4237,-0.1835,0.0049,8
05/24/2019,NFLX190524C00325000,44.86,-4.015,43.9,44.85,5,0.4281,0.7859,0.0053,5,325.000,NFLX190524P00325000,6.7,0.375,6.8,7,4,0.42,-0.21,0.0053,3
05/24/2019,NFLX190524C00330000,41.04,-3.96,40.1,41,5,0.4223,0.7583,0.0058,5,330.000,NFLX190524P00330000,7.86,0.41,8,8.25,2,0.416,-0.2391,0.0058,17
05/24/2019,NFLX190524C00335000,0,0,36.5,37.3,0,0.417,0.7279,0.0062,1,335.000,NFLX190524P00335000,9.38,0.73,9.35,9.6,6,0.4119,-0.2703,0.0063,8
05/24/2019,NFLX190524C00340000,0,0,33.05,33.9,0,0.4127,0.695,0.0066,0,340.000,NFLX190524P00340000,10.8,0.725,10.85,11.15,2,0.4082,-0.3036,0.0067,6
05/24/2019,NFLX190524C00342500,0,0,31.55,32.1,0,0.4105,0.6779,0.0068,0,342.500,NFLX190524P00342500,0,0,11.65,11.95,0,0.4058,-0.3208,0.0069,0
05/24/2019,NFLX190524C00345000,0,0,29.9,30.45,0,0.408,0.6604,0.007,1,345.000,NFLX190524P00345000,13.25,1.625,12.6,12.85,1,0.4045,-0.3388,0.007,7
05/24/2019,NFLX190524C00347500,0,0,28.3,28.8,0,0.4061,0.6423,0.0072,0,347.500,NFLX190524P00347500,0,0,13.45,13.8,0,0.4023,-0.3569,0.0072,1
05/24/2019,NFLX190524C00350000,0,0,26.85,27.3,0,0.4039,0.624,0.0073,0,350.000,NFLX190524P00350000,14.58,1.23,14.45,14.75,2,0.4008,-0.3755,0.0074,4
05/24/2019,NFLX190524C00352500,0,0,25.3,25.8,0,0.4022,0.6052,0.0075,0,352.500,NFLX190524P00352500,15.58,1.305,15.45,15.75,2,0.3982,-0.3943,0.0075,5
05/24/2019,NFLX190524C00355000,24.5,-3.4,23.9,24.4,2,0.4006,0.5862,0.0076,2,355.000,NFLX190524P00355000,17.4,2.15,16.55,16.85,8,0.3973,-0.4136,0.0076,18
05/24/2019,NFLX190524C00357500,0,0,22.55,22.95,0,0.399,0.5669,0.0077,0,357.500,NFLX190524P00357500,17.6,1.35,17.6,17.9,3,0.3954,-0.433,0.0078,6
05/24/2019,NFLX190524C00360000,21.24,-3.735,21.2,21.6,10,0.3966,0.5474,0.0078,20,360.000,NFLX190524P00360000,18.25,0.925,18.75,19.05,56,0.3935,-0.4527,0.0078,52
05/24/2019,NFLX190524C00362500,20.95,-2.625,19.9,20.3,2,0.3946,0.5278,0.0079,2,362.500,NFLX190524P00362500,0,0,19.95,20.3,0,0.3916,-0.4725,0.0079,8
05/24/2019,NFLX190524C00365000,19.3,-2.925,18.65,19.05,14,0.3922,0.5079,0.0079,19,365.000,NFLX190524P00365000,21.87,2.27,21.2,21.55,47,0.3898,-0.4924,0.008,47
05/24/2019,NFLX190524C00367500,0,0,17.45,17.85,0,0.3903,0.4881,0.008,20,367.500,NFLX190524P00367500,0,0,22.45,22.85,0,0.3885,-0.5123,0.008,83
05/24/2019,NFLX190524C00370000,16.39,-3.285,16.35,16.7,13,0.3885,0.4682,0.008,36,370.000,NFLX190524P00370000,0,0,23.85,24.2,0,0.3866,-0.5323,0.008,13
05/24/2019,NFLX190524C00372500,0,0,15.2,15.55,0,0.3866,0.4483,0.008,27,372.500,NFLX190524P00372500,0,0,25.2,25.65,0,0.3848,-0.5522,0.008,1
05/24/2019,NFLX190524C00375000,14.7,-2.625,14.15,14.5,69,0.3848,0.4285,0.0079,90,375.000,NFLX190524P00375000,26.5,1.8,26.7,27.1,21,0.3831,-0.5721,0.008,23
05/24/2019,NFLX190524C00377500,14.45,-1.75,13.2,13.5,1,0.3831,0.4089,0.0079,1,377.500,NFLX190524P00377500,0,0,28.15,28.6,0,0.3813,-0.5918,0.0079,0
05/24/2019,NFLX190524C00380000,12.56,-2.59,12.2,12.55,8,0.3814,0.3894,0.0078,26,380.000,NFLX190524P00380000,0,0,29.7,30.15,0,0.3791,-0.6115,0.0079,0
05/24/2019,NFLX190524C00382500,0,0,11.3,11.65,0,0.3793,0.37,0.0078,2,382.500,NFLX190524P00382500,0,0,31.3,31.8,0,0.378,-0.6306,0.0078,0
05/24/2019,NFLX190524C00385000,11.41,-1.74,10.45,10.75,3,0.3783,0.3514,0.0076,3,385.000,NFLX190524P00385000,0,0,32.95,33.45,0,0.3764,-0.6496,0.0077,0
05/24/2019,NFLX190524C00387500,0,0,9.65,10,0,0.3764,0.3326,0.0075,4,387.500,NFLX190524P00387500,0,0,34.65,35.15,0,0.3749,-0.6681,0.0075,0
05/24/2019,NFLX190524C00390000,9.79,-1.56,8.9,9.2,4,0.3751,0.3146,0.0074,4,390.000,NFLX190524P00390000,0,0,36.4,36.9,0,0.3735,-0.6863,0.0074,0
05/24/2019,NFLX190524C00392500,8.53,-1.995,8.2,8.5,2,0.374,0.2971,0.0072,2,392.500,NFLX190524P00392500,0,0,38.15,38.95,0,0.3734,-0.7032,0.0072,0
05/24/2019,NFLX190524C00395000,7.95,-1.775,7.55,7.8,2,0.3719,0.2794,0.007,2,395.000,NFLX190524P00395000,39.9,2.65,40.05,40.6,2,0.3707,-0.7214,0.0071,2
05/24/2019,NFLX190524C00397500,0,0,6.9,7.2,0,0.3707,0.2628,0.0069,0,397.500,NFLX190524P00397500,0,0,41.85,42.7,0,0.3705,-0.7374,0.0069,0
05/24/2019,NFLX190524C00400000,6.52,-1.78,6.35,6.55,3,0.3697,0.2468,0.0067,6,400.000,NFLX190524P00400000,0,0,43.8,44.65,0,0.3693,-0.7535,0.0067,0
05/24/2019,NFLX190524C00405000,5.46,-1.565,5.3,5.55,3,0.3668,0.2158,0.0062,3,405.000,NFLX190524P00405000,0,0,47.75,48.65,0,0.3681,-0.7832,0.0062,0
05/24/2019,NFLX190524C00410000,4.55,-1.4,4.45,4.6,1,0.365,0.1879,0.0058,1,410.000,NFLX190524P00410000,0,0,51.85,52.85,0,0.3674,-0.8103,0.0058,0
05/24/2019,NFLX190524C00415000,4.03,-0.97,3.65,3.85,3,0.364,0.163,0.0053,5,415.000,NFLX190524P00415000,0,0,56.05,57.1,0,0.3645,-0.8366,0.0053,0
05/24/2019,NFLX190524C00420000,3.22,-0.98,3,3.2,8,0.3628,0.1403,0.0048,8,420.000,NFLX190524P00420000,0,0,60.5,61.55,0,0.3655,-0.8577,0.0048,0
05/24/2019,NFLX190524C00425000,2.67,-0.83,2.53,2.65,7,0.3623,0.1205,0.0043,7,425.000,NFLX190524P00425000,0,0,65,66,0,0.3663,-0.8766,0.0043,0
05/24/2019,NFLX190524C00430000,2.35,-0.59,2.09,2.19,2,0.3623,0.1032,0.0039,2,430.000,NFLX190524P00430000,0,0,68.85,70.4,0,0.3695,-0.8918,0.0039,0
05/24/2019,NFLX190524C00435000,2.06,-0.39,1.72,1.84,1,0.3633,0.0883,0.0034,1,435.000,NFLX190524P00435000,0,0,74.25,75.05,0,0.3716,-0.9059,0.0035,0
05/24/2019,NFLX190524C00440000,1.8,-0.265,1.43,1.53,1,0.363,0.0751,0.003,1,440.000,NFLX190524P00440000,0,0,78.9,79.8,0,0.3771,-0.9163,0.0032,0
05/24/2019,NFLX190524C00445000,0,0,1.18,1.31,0,0.3655,0.0645,0.0027,0,445.000,NFLX190524P00445000,0,0,83.75,84.6,0,0.3837,-0.9247,0.0029,0
05/24/2019,NFLX190524C00450000,0,0,0.98,1.11,0,0.3674,0.0557,0.0024,0,450.000,NFLX190524P00450000,0,0,86.85,89.8,0,0.3904,-0.932,0.0026,0
05/24/2019,NFLX190524C00455000,0,0,0.81,0.95,0,0.3705,0.0481,0.0021,0,455.000,NFLX190524P00455000,0,0,91.7,96,0,0.4027,-0.9355,0.0024,0
05/24/2019,NFLX190524C00460000,0,0,0.68,0.81,0,0.3729,0.0415,0.0019,1,460.000,NFLX190524P00460000,0,0,96.4,99.5,0,0.4134,-0.9394,0.0023,0
05/24/2019,NFLX190524C00465000,0,0,0.57,0.71,0,0.3751,0.0356,0.0016,0,465.000,NFLX190524P00465000,0,0,102,105.5,0,0.05,-1,0,0
05/24/2019,NFLX190524C00470000,0,0,0.48,0.62,0,0.379,0.0312,0.0014,0,470.000,NFLX190524P00470000,0,0,107,110.55,0,0.05,-1,0,0
05/24/2019,NFLX190524C00475000,0,0,0.41,0.54,0,0.3835,0.0275,0.0013,0,475.000,NFLX190524P00475000,0,0,111.95,115.6,0,0.05,-1,0,0
05/24/2019,NFLX190524C00480000,0.46,-0.125,0.35,0.48,1,0.387,0.0241,0.0011,1,480.000,NFLX190524P00480000,0,0,116.9,120.55,0,0.05,-1,0,0
05/24/2019,NFLX190524C00485000,0,0,0.29,0.43,0,0.3912,0.0213,0.001,0,485.000,NFLX190524P00485000,0,0,121.85,125.55,0,0.05,-1,0,0
05/24/2019,NFLX190524C00490000,0,0,0.25,0.38,0,0.3952,0.0189,0.0009,0,490.000,NFLX190524P00490000,0,0,126.85,130.55,0,0.05,-1,0,0
06/21/2019,NFLX190621C00095000,0,0,264.6,269.1,0,1.008,0.9993,0,9,95.000,NFLX190621P00095000,0.02,-0.005,0.02,0.03,20,0.971,-0.0005,0,2401
06/21/2019,NFLX190621C00100000,0,0,259.5,264.1,0,1.0795,0.9981,0,335,100.000,NFLX190621P00100000,0,0,0,0.03,0,0.8959,-0.0003,0,2628
06/21/2019,NFLX190621C00105000,0,0,254.6,259.1,0,0.9962,0.9986,0,185,105.000,NFLX190621P00105000,0,0,0,0.07,0,0.9253,-0.0007,0,297
06/21/2019,NFLX190621C00110000,0,0,249.6,254.1,0,0.8999,0.9992,0,97,110.000,NFLX190621P00110000,0,0,0,0.08,0,0.908,-0.0009,0,154
06/21/2019,NFLX190621C00115000,0,0,244.6,249.2,0,0.9893,0.9975,0,10,115.000,NFLX190621P00115000,0,0,0.01,0.08,0,0.8708,-0.0009,0,106
06/21/2019,NFLX190621C00120000,0,0,239.5,244.3,0,0.9193,0.998,0,64,120.000,NFLX190621P00120000,0,0,0.01,0.04,0,0.8098,-0.0006,0,912
06/21/2019,NFLX190621C00125000,0,0,234.65,239.3,0,0.9017,0.9977,0,2,125.000,NFLX190621P00125000,0,0,0,0.1,0,0.8274,-0.0012,0,361
06/21/2019,NFLX190621C00130000,0,0,229.8,234.3,0,0.8575,0.9978,0,7,130.000,NFLX190621P00130000,0,0,0.01,0.11,0,0.8085,-0.0013,0,865
06/21/2019,NFLX190621C00135000,0,0,224.8,229.3,0,0.8583,0.997,0.0001,4,135.000,NFLX190621P00135000,0,0,0.02,0.12,0,0.7912,-0.0016,0,508
06/21/2019,NFLX190621C00140000,0,0,219.8,224.3,0,0.8581,0.9961,0.0001,19,140.000,NFLX190621P00140000,0,0,0.01,0.13,0,0.7646,-0.0016,0,287
06/21/2019,NFLX190621C00145000,0,0,214.9,219.4,0,0.8518,0.9951,0.0001,68,145.000,NFLX190621P00145000,0,0,0.03,0.14,0,0.7594,-0.0021,0.0001,452
06/21/2019,NFLX190621C00150000,0,0,209.8,214.5,0,0.814,0.9953,0.0001,46,150.000,NFLX190621P00150000,0,0,0.02,0.13,0,0.7212,-0.002,0.0001,943
06/21/2019,NFLX190621C00155000,0,0,204.9,209.5,0,0.7881,0.995,0.0001,56,155.000,NFLX190621P00155000,0,0,0.03,0.14,0,0.7065,-0.0023,0.0001,265
06/21/2019,NFLX190621C00160000,0,0,200,204.5,0,0.7458,0.9954,0.0001,353,160.000,NFLX190621P00160000,0.12,-0.01,0.04,0.15,17,0.6926,-0.0027,0.0001,480
06/21/2019,NFLX190621C00165000,0,0,194.9,199.5,0,0.7351,0.9946,0.0001,22,165.000,NFLX190621P00165000,0,0,0.06,0.15,0,0.6715,-0.0029,0.0001,506
06/21/2019,NFLX190621C00170000,0,0,190.1,194.6,0,0.7233,0.9937,0.0002,155,170.000,NFLX190621P00170000,0,0,0.07,0.16,0,0.6517,-0.0031,0.0001,401
06/21/2019,NFLX190621C00175000,0,0,185.2,189.6,0,0.7209,0.992,0.0002,91,175.000,NFLX190621P00175000,0.14,0,0.08,0.16,3,0.637,-0.0036,0.0001,512
06/21/2019,NFLX190621C00180000,0,0,180.05,184.8,0,0.6676,0.9935,0.0002,148,180.000,NFLX190621P00180000,0,0,0.1,0.19,1,0.6222,-0.0041,0.0001,1416
06/21/2019,NFLX190621C00185000,0,0,175,179.8,0,0.6525,0.9927,0.0002,61,185.000,NFLX190621P00185000,0,0,0.11,0.21,0,0.6112,-0.0048,0.0001,245
06/21/2019,NFLX190621C00190000,0,0,170.3,174.8,0,0.6551,0.9904,0.0002,89,190.000,NFLX190621P00190000,0,0,0.13,0.24,0,0.6003,-0.0057,0.0002,324
06/21/2019,NFLX190621C00195000,0,0,165.1,169.9,0,0.6373,0.9896,0.0003,50,195.000,NFLX190621P00195000,0,0,0.15,0.26,0,0.5839,-0.0063,0.0002,217
06/21/2019,NFLX190621C00200000,0,0,161.95,163.4,0,0.6163,0.9889,0.0003,411,200.000,NFLX190621P00200000,0.24,-0.03,0.22,0.25,6,0.5719,-0.0072,0.0002,4386
06/21/2019,NFLX190621C00205000,0,0,155.4,160,0,0.5883,0.989,0.0003,53,205.000,NFLX190621P00205000,0,0,0.21,0.33,0,0.5601,-0.0084,0.0003,465
06/21/2019,NFLX190621C00210000,0,0,150.75,154.5,0,0.5809,0.9869,0.0004,87,210.000,NFLX190621P00210000,0.32,0.005,0.26,0.38,2,0.5509,-0.0099,0.0003,3475
06/21/2019,NFLX190621C00215000,0,0,145.8,149.6,0,0.5938,0.9819,0.0005,59,215.000,NFLX190621P00215000,0,0,0.31,0.42,0,0.5394,-0.0113,0.0003,1166
06/21/2019,NFLX190621C00220000,143.22,-4.78,140.9,144.65,10,0.5617,0.9825,0.0005,109,220.000,NFLX190621P00220000,0.42,0.015,0.37,0.46,1,0.5267,-0.0129,0.0004,1406
06/21/2019,NFLX190621C00225000,0,0,136,139.75,0,0.5787,0.9754,0.0006,78,225.000,NFLX190621P00225000,0.47,0.015,0.43,0.52,21,0.5127,-0.0143,0.0004,2597
06/21/2019,NFLX190621C00230000,133.42,-4.73,131.3,134.85,10,0.5796,0.97,0.0007,87,230.000,NFLX190621P00230000,0.56,0.03,0.49,0.55,1,0.502,-0.0164,0.0005,1212
06/21/2019,NFLX190621C00235000,0,0,126.15,129.9,0,0.5463,0.9707,0.0007,59,235.000,NFLX190621P00235000,0,0,0.56,0.65,0,0.4935,-0.0192,0.0006,4655
06/21/2019,NFLX190621C00240000,0,0,121.35,125.05,0,0.5223,0.9698,0.0008,765,240.000,NFLX190621P00240000,0,0,0.64,0.78,0,0.4841,-0.0223,0.0007,2998
06/21/2019,NFLX190621C00245000,0,0,116.5,120.2,0,0.4978,0.9691,0.0009,129,245.000,NFLX190621P00245000,0,0,0.76,0.85,0,0.4739,-0.0255,0.0008,1059
06/21/2019,NFLX190621C00250000,0,0,111.65,115.35,0,0.4932,0.9634,0.001,4571,250.000,NFLX190621P00250000,0.94,0,0.93,0.99,20,0.4663,-0.0298,0.0009,4861
06/21/2019,NFLX190621C00255000,0,0,106.85,110.55,0,0.4929,0.9558,0.0012,174,255.000,NFLX190621P00255000,1.11,0.045,1.06,1.19,3,0.4585,-0.0347,0.001,1246
06/21/2019,NFLX190621C00260000,105.85,-3.325,103.65,104.65,1,0.4667,0.955,0.0012,1431,260.000,NFLX190621P00260000,0,0,1.23,1.38,0,0.4502,-0.0401,0.0012,2719
06/21/2019,NFLX190621C00265000,0,0,97.2,101.4,0,0.4554,0.9494,0.0014,1242,265.000,NFLX190621P00265000,0,0,1.45,1.6,10,0.4429,-0.0465,0.0014,2654
06/21/2019,NFLX190621C00270000,0,0,94,96.9,0,0.4474,0.942,0.0016,514,270.000,NFLX190621P00270000,1.75,0.075,1.73,1.85,16,0.4375,-0.0545,0.0016,3132
06/21/2019,NFLX190621C00275000,0,0,89.3,91.75,0,0.4399,0.9335,0.0018,1436,275.000,NFLX190621P00275000,2.13,0.195,2.03,2.12,10,0.4306,-0.0631,0.0018,2045
06/21/2019,NFLX190621C00280000,0,0,84.7,87.1,0,0.4339,0.9234,0.002,926,280.000,NFLX190621P00280000,2.39,0.12,2.37,2.5,9,0.4243,-0.0726,0.002,2955
06/21/2019,NFLX190621C00285000,0,0,80.15,82.1,0,0.4283,0.9119,0.0023,320,285.000,NFLX190621P00285000,0,0,2.8,2.93,0,0.4198,-0.0843,0.0023,1220
06/21/2019,NFLX190621C00290000,0,0,75.7,78.05,0,0.4215,0.8997,0.0026,1020,290.000,NFLX190621P00290000,3.3,0.175,3.25,3.45,11,0.414,-0.0968,0.0025,1949
06/21/2019,NFLX190621C00295000,71.5,-5.225,71.5,72.2,5,0.4177,0.8848,0.0029,659,295.000,NFLX190621P00295000,3.8,0.175,3.8,4,10,0.4096,-0.1114,0.0028,1699
06/21/2019,NFLX190621C00300000,66.95,-5.4,67.3,67.85,12,0.4118,0.8693,0.0032,2175,300.000,NFLX190621P00300000,4.5,0.3,4.45,4.65,84,0.4044,-0.1271,0.0032,7683
